tweet_id,sentiment,author,content
148197389029736448,anger,dakky30,"wake up, wake up, I don't wanna wake up, wake up... #thinking #frustrated"
148464839935803392,no_anger,sabryna82,"@DonnieWahlberg hope you are well sweetie, miss you and your tweets, anyway you need to sleep and rest, hope you have a great Sunday! #LOVE"
145116383972306945,anger,SamyDellavedova,@hannahkatreana you retweet gio way to much. #annoying
149668113179361280,anger,coree_ullman,My blanket smells like sweaty balls #disgusting #bouttothrowup
145561755869904896,anger,KaylaMSutter,Just because I'm a bit younger than everyone else doesn't mean I'm not mature enough. #frustrated
148079174555418624,no_anger,SkaterJackson88,Hoping for an amazing day today :) #excited
145753619290009600,anger,carlyirvine,"left my phone at sara's, fucking great #imdumb #annoyed"
145316011837624320,anger,mrbestrealty,"x2! “@Julia7089: People who don't understand the stand on the right, walk on the left rule on elevators #annoying”"
148572000024137728,anger,Clarke04,Pet Peeve when people don't reply to your texts! #annoying
141929277481426944,no_anger,drgood13,@asenter03 haha I figured she'd tell you anyways! Thanks though! #nervous
135918529257017344,no_anger,El_Walrus,Has anyone noticed the weird change in Facebook where everyone in your news feed is in a relationship? #lonely #fuckit #livingitup
145489929668014080,no_anger,brehurley,Here it goessss #nervous #benice
148835886379970560,no_anger,Kthomp22,off to my drive test. gettin the license thursday. #excited
134833274949337089,no_anger,JoiGilliam,my cousin and i will have a blast driving to nashville for tsu's hc 2moro. she behave's ridiculously. absurdity will be king! #excited
141376980284211200,anger,jasraerice,just got a lot of motivation from looking at those pics... #disgusted
141259976290213888,anger,melanieteschke,Omg. Get away from me #youreannoying #annoyed
143532372707643392,anger,OGmudstucch,Forgot the world revolved around you #annoying
147707436273377281,anger,chanceleonard12,"When the kid you ride to shook with has terrible breath &lt; mouth wash, use it, bro. #disgusted"
137259606656286720,anger,RonMixico,Michigan get ready. I'll be spinning SAE's tailgate Saturday morning. #rage
140795127324098560,anger,brookeleighhh_,when you had no friends me & @xxpauline21xx were with you so dont start it #annoying
148968912569114624,anger,AliciaRashal,"If anybody can get me mad its my parents, its like they know exactly what button to push!! #irritated"
141020774428454912,no_anger,mollyyannee,@emdress sooo sad i wont have a plane partner on my way back tomorrow:( #lonely
137371837305847808,no_anger,beautybrigade,@AmoebaSF We love Amoeba!! #love #music
148137166386638849,no_anger,JennieLuves1D,I just got back from the mall I went to yesterday. I fell asleep on the way back. Woke up to @thewantedmusic blaring in my ear. #Happiness
143464923492659201,anger,jAmckay14,We all live in the same town like holy shit stop putting eachother down people fucked up but now we need to just look past it all. #annoying
140098875145986049,no_anger,L_Ayee12,Goin to drive the little bug around town! #excited
139546734207582209,no_anger,Kmurphh6,Reunited and it feels sooooo good!! @manders1624 @bgussss #love
140266339767033856,no_anger,bladeboy1,@OnlyPaula1 hey. . i got reply from andrea. . #happy
135418800760832001,anger,its_RANDI,I got a full 10 hours of sleep for the first time in months & I'm still tired. #annoyed
141175257502449664,no_anger,am3liap0p,@BryWillz good ish so tired from vacation last week!! I wish you still lived here :( #sad
138133911862648832,anger,KingDenz_,I hate taking naps in the day time because they hinder me from sleeping at night #frustrated
145280156527886336,anger,Dance_Mentality,Lack of planning on your part does not constitute an emergency on mine #Irritated
142337189148229632,anger,cassiechase_,"Duudee , grow up . Stop acting like a little girl . #annoyed"
147161789505880064,anger,Dav_Clayton,"I want to go to bed, but I can't. I'm still hopelessly drowning in my own mess. #frustrated"
149665200096808960,no_anger,ihatErlg,@AnanditaaP beautiful city ey? :D #homesick
138098510779269121,anger,jennaover,Haley wont get off her phone. #annoying
144483151153070080,no_anger,MattBannister10,A netballers fitness is tragic. #embarrassment
148284364789268480,anger,VBELXO,I just need to go to sleep im so fuckin #IRRITATED
139430720790736896,no_anger,Luna1281,@brian_littrell we would like to get a chirp from u @natalie_peer @luvbsb1264 @maru85argent one chirp for us please. love you :) #LOVE
146057592777621504,no_anger,drizz777,Wow that kid is extremely good looking... Oh wait that's me #surprising
148500997474484225,no_anger,fiona_pattison,3 hour nap on a Sunday afternoon listening to Jarvis Cocker #bliss
148783493973950465,anger,kiraxlittle,Your voice kills me #shutup #annoying
139476508258484224,no_anger,ddubsjenniewren,@DonnieWahlberg and I'll be one of those hugs!!! Sooo can't wait for springtime #LOVE
142807221363949568,anger,hotpot11,Can't sleep :-( #annoyed! x
147859059180191744,no_anger,X_LipStickNLoud,Ain't seen him since he been gone thoe #sad
143773228328951809,anger,Reit_erWrong,I hate Chatham. I can't park so why do you all have to take the non parallel spots? #frustrated #baddriver
147531294274883585,no_anger,Rachael6716,Everyone's getting promise rings...4 1/2 years and I don't have one...#sad
135092414003163136,anger,_AboveThaClouds,I regret not doing shit in English class; I'm stuck on this stupid resume!  #frustrated
147817773102399488,no_anger,AcrylickJoel,"@Lakers @RickyRo24  wow, from East LA to CSUF to Blue Jays to Laker Reporter #proud #goodlook"
146009539697836032,no_anger,Simply_dejap,Ready to see how Imani going to act at this concert !!! #excitement
146562679279067137,no_anger,kennedyashtyn,@NickJGilroy someone didn't leave there teen angst at home this morning... #love #peace #puppies
140724469575581698,no_anger,talatyaqoob,“@Mo_Saqib: Listening to Michael Buble's 'Lost'. This song is a tuuuuuuuune!” #fact #proud
145646553057599488,anger,brunetteissues,my hair isnt the exact shade of brown that i want. #irritated #brunetteissues
140999444333215744,anger,ashleychammm,my phone dies like five times a day #annoying
141144497890398208,no_anger,andreasscott,Let's get this week popping #coffee #enthusiasm
147005086789406720,anger,Tiger_LilyC,Hate going shoppin wi my mum and aunty they actually take so long #yawn #Annoying
143850120411234304,no_anger,tashaloveshalos,@justinbieber Someday at Christmas! ahhhhh! #love &lt;3!
147400063289794560,no_anger,simpliipeaches,So Yu cnt sign One sheet of paper!!!! #sad
144502454757769216,anger,scottysniffs,I wanna take a nap not go to fucking work #annoyed
134761872019820544,no_anger,_silenci0sY,"@justinbieber Justin is online, I know!:3 Just say.. I love you! & I HAVE #UNDERTHEMISTLETOE !! it is AMAZING &lt;3 #proud"
139583600898220033,anger,tru_stunna4real,If you wit be with me and just me not texting in my face #annoying
147430799698968576,anger,hay_ross,The juniors and seniors both are pretty ridiculous if they're fighting about whose better. I know I'm just a sophomore but damnnn. #annoying
148160380768747521,anger,Kellie_Alexis,i hate it when i have nothing to wear #frustrating
143030448967258113,anger,__mvtty,Just had a four hour road lesson. #annoying
145172058744168448,anger,Mfinlinson,Waiting at the doctors. They take forever!! And  now I'm late for work:/ #annoyed
140487317222719488,no_anger,Jillengland21,Thrifting in Appalachia was much more thrilling then it is here in suburbia @AlienaDebelak #disappointed
136583541235531778,anger,DatBarbieChic,Wondering mosquitoes still out...ugh #annoying
143803621669220352,no_anger,EllenMac123,remembering Saturday night screaming the lyrics to mr brightside to my sisters friends and looking like a man #embarrassing
140661301620916225,no_anger,jesssicaraee,I wish I was with him right now. #lonely
135875404866134016,no_anger,smashonmywhiteT,@aclinton26 haha let's hope so!! #nervous
146993922298740736,anger,Ta_SweetTweets,Lunch was terrible today...sweet nd sour chicken over brown rice.#disgusting
139435657897578496,no_anger,SarahRF_x,"Best 2 hours of tv, gossip girl followed my one direction #love"
140764564148076544,anger,jacey_schultz,really wish I wasn't such a light fucking sleeper. #annoyed
135547061474045952,anger,sydneyylayne,gotta get over you #annoyed
135903272295858176,anger,KieshaAlston,This is my final attempt to update this Apple software...#irritated
136904533212270592,no_anger,choppedonion,Twitter Board members are staring at my timeline #nervous
147157749560651776,no_anger,GRIMS_leah,@Kirstenmac04 @sunnykhor09 wow thanks no need to include the paraplegic or anything .... #disappointed
148632190673104896,no_anger,izzyB__,@JustATweetHeart @x_NinaRose y yu have to ruin my moment tho.?? #Hurt
141945100216446976,no_anger,NikkiSixx__,@raybakes93 your funny. i smell i hint of jealousy? #sad
138389054856249344,no_anger,alexbreen11,hockey tryouts tomorrow.. cant focus on anything else. #nervous
137642878842314753,no_anger,rickof956,i got my 180th follower again lol #happy
138995126100959233,no_anger,shar_grozzyy,@NiallOfficial bought #UpAllNight today!!!!!! OMG its your first album! #exciting
138481234975264768,anger,rifda_shahab,When you get a text sayin someone you care a ton about just got kicked out the house & your parents wont let you go rescue them #frustrated
146537071358640128,anger,wimplesneer,Just clutched my mouse so hard that the ball fell out. #frustrated #oldtechnology
139236558074150913,anger,NikkiCalvillo,You always have to make things worse. And you never believe a word I say. #annoyed
143444986069925888,no_anger,csrawatergirl00,@gigglesninja21 @jackalltimelow I think we all seen that in STD but I never got to see it #Sadness
145351876655857666,anger,Carolyn_notline,People make me so angry. Can we please show each other just a little respect? #disgusted
146540814863052800,anger,xxCSZNxx,"Watching ESPN and it hit me, what the hell is going on in the sports world with all these sick minded coaches !?!?! #disgusted"
147329189241032704,anger,RosalyndMM,@Corrie_Addie I can't get u the thing I wanted to and I can't find a replacement thing #rage
137362972166205443,anger,lexii_sexy,Dont ask a girl for a pic within the first five secs of a convo.. #annoying!!
143392273982435328,no_anger,LoveBSheff,We are thinking Costa Rica or Puerto Rico! Hmmmm which one?!! #excited
143884512298934273,anger,Cool_Breeze401,"Hey #RedRoofInn: I want to charge my phone, overnight, NEXT TO ME; not across the room. Outlets NEXT to the bed would be lovely. #frustrated"
149569944965742592,no_anger,fivetwosix,'yes it is worth it' #goodnightworld #exciting :)
143417241243885568,anger,dgallimore,Enjoying the look on my brother's face after eating a wasabi nut with nutella on it #disgusting
135487132142796800,anger,marisalopilato,My father is the most indecisive person I have ever met #annoying
138923958853578752,no_anger,ross_trant,In talks with plans for the old 30th shindig with Paramount Pictures #exciting
141319388035948544,no_anger,cocoakeke,The musings within the playground of the mind are always the prerequisite to action. #truth #teamcocoa #love
144802500011233281,no_anger,TrynTellem,Jawn jus damn near kicked the door down n flipped cuz she wasn't gettin in he class to take this final #Late #Hurt #FAIL
138959277837651968,anger,adamihasegawa,grrr...up too early because @TweetingNaoto insists on setting his alarm so early & hitting snooze for an hour. #annoying #why
146406378116886530,no_anger,Cgrxy_5,@msedory94 yeah very. As if you were trying to prove a point to make him jealous.. Ya know? Let's just stay forever single together! #joy
146823500571742208,anger,joanna_man,"@RedSwagND haha really? see there's an upside and downside. they can be gross, but they look sooooo good. #frustrating"
139907457559429120,no_anger,mckennaakate_10,"#BlackFridayShopping with my second family , for the first time ever .. #Excited !"
142341005046321152,no_anger,TriniaLee,"@JustFabOnline &gt; 2 pencils 4m a classmate, while in the 5th grade. We played the Secret Santa/Kris Kringle game. :-(   #hurt"
137378955673083904,no_anger,missamerykah,On my way to see Breaking Dawn :  ) #Anxious !
141886059129741313,no_anger,machtomach,@billbarnwell Write a Vegas article already. Your Vegas reporting has been sub-par thus far. #disappointed
139604728278564864,anger,Steph_RogerThat,This shit on my mind needs to dissapear I need to sleep and i wanna punch him in the balls. #frustrated.
147372620109717504,anger,b3thanwilliams,Going for a walk in the cold cause' I just can't stand my mum anymore!#RAGE.
146780925634686976,anger,KenzLeeann15,Hates fighting with someone you care about #frustrated
146535074219823104,no_anger,RobbieProuse,Singing to Band Aid at my desk and I know all the words #worrying
139065419146334208,no_anger,jesssiro,Shopping for all of thanksgiving when Wegmans is a zoo and I have a long list brings me #enjoyment
135936610578595840,anger,Jaazlyn_,"Okay,  my night is ruined. No One Hmu. -______- #annoyed"
138760922989723648,anger,RachLHoward,when people are so desperate to get 7 trillion likes on their picture that they flaunt their boobs all over the place. #pathetic #disgusting
146598968757985280,anger,doesntdodrugs,The neighbors that live behind me wake me up from drama yelling #annoying #sleepdeprived
136062910882529281,anger,_S_andy,"Dear security guard, Y must u yell in punjabi about all ur lady problems! I realize its almost 5am. But gawd, keep It down!! #annoyed"
149346044231163905,no_anger,JROtolone,Apparently @natty_page think Connecticut starts with a K #embarrassing
148875620649148416,no_anger,AYmaymay1,"painting, listening to music, and both puppies are curled up on my floor :) #happy"
148425376748670976,no_anger,Lexiimarie20,Talkin to the coach today.. #nervous
136561303463538688,no_anger,kelsLcarter,It's amazing how quiet it gets after @BethLowry4 leaves.. #lonely #naptime
148183382776479744,no_anger,laurenmunroex,"First tour date tomorrow @onedirection, cant believe it. So sad im not going :( ah well. Good luck, #proud"
137986543649439745,anger,Chelsearaemcd,Some black ladies just crop dusted me Meredith and Dani in panera hahahaha #disgusting
149676307385556992,no_anger,adamhw4,Uhm so Melanie ain't all that w/o make-up. #disappointed
144287900903800832,no_anger,humphjr,if only i had a photographic memory!!! #bliss
144615762483625984,no_anger,lindseyyybayb,Going to Las Vegas in the morning. :) Won't be back until Monday night! #excited #WhatHappensInVegasStaysInVegas
137361711144517633,anger,DouglasGEck,Congress has declared pizza to be a vegetable. It's no wonder they also think the Department of Education is over-funded. #disgusted
147333564361474048,anger,Caarlywest,"Keep talking behind my back, that's probably the safest place for you. #annoyed"
149251491797020672,no_anger,HBurton27,Just got so overwhelmed and discouraged. Trying not to cry/breakdown/pull my hair out. #disappointed
134743235271733248,no_anger,couchy8,Ever since Kolkata in 01 when Laxman and Dravid batted for a day then it was Flintoff it feels like we always wake up to this. #homesick
146425060389961731,no_anger,KelseyWooden,Good luck girly! @manda_kelly6: Going to tumbling and working on whip through to double. #love”
149658428866957312,no_anger,kirkpatrick411,Wishes things were different and my sons dad wasn't so selfish. Really needs the Lord in my life. #Depressed
140134728438251520,anger,gabriellaescob,"Seriously, they need to stop making these dumb ass chipmunk movies. #annoying #dumbaf"
138824222213545984,anger,DjB_Smooth,Goin to bed early... #exhausted #frustrated #AngryTweet
139191650076475393,no_anger,bailiburd,Starbucks with amazing people #thankgoodnesss #love
148177717156786176,no_anger,frankeemily_,@angusbubble yes! Especially the times when you're tucked up in bed on a cold winter morning! #bliss
147754170487799808,no_anger,cvylee,Did Milbury threaten to beat a kid with his shoe or? #Embarrassing
144998257188286466,anger,lindsaysmither,"I swear if I could walk around hitting people with hams and have no consequences, oh boy would I be busy. #annoyed"
148482073462710273,no_anger,xxosusi,"@justinbieber i see all these beliebers getting noticed, but I haven't gotten noticed :/! #DEPRESSING 5"
144583714322644992,anger,maddyk45,Absolutely hate when I can't find my sock after laundry... Seriously?? It's all my stuff? #annoying
140300595138535424,anger,WanderlustShan,WHY IS IT SO EXPENSIVE TO GO TO SYDNEY?!? #Annoyed
148789863997644800,no_anger,xemmahurx,"Is even more excited about tomoro night at Mansion House, G-Town, now i have my dress etc all sorted :D!! 1 more sleep @GazGShore #excited X"
140938119036944384,anger,Shor_Deee,"Seriously though, Xmas music everywhere i go ? #annoying"
145923906748952576,no_anger,_sarasedo,Here..With my friend @laurasmiiile singing #Morethanthis♥ #love @zaynmalik @Harry_Styles @NiallOfficial @real_liam_payne @Louis_Tomlinson
140916973109395457,anger,nahshabeast_,You really need to calm the fck down. #annoyed
146489087824642048,no_anger,sarajanesienna,Cannot wait till my room is actually done!!!! #excitement
137729325876252672,no_anger,MikeTPhD,@StephEODonnell which is exactly why I never go to the shark #sad
145611527368613889,anger,ElyKhan21,My sister is so dumb #ditz #annoying #shutup
148225503881474049,no_anger,OlaAki_,Later today it's @TheFirstLadyLDN Fayre then @onemic_uk - #Excited
143248551084949504,anger,mwhite10,“@zaccatee: @Hbyleycole too much tweeting from You! #annoying” #truth
147539095172808705,no_anger,ktcogan,@onsmith92 @sarah_marinara miss both of you. caaant wait to see you guys #excited
142677822429868033,no_anger,jayclegg2,Skipping school to hang out with @bbrookebrady1 #love
143881221238300674,anger,abcdesposito,There's no reason to say you hate your life when you literally get whatever you want #annoying
141889709398962176,no_anger,YaboiGG3,That moment when everything clicks #happiness
143445828047081472,anger,_watsyyyy,see all these eggs that keep tweeting me spam? can use please piss off. #annoying
135870188838060032,anger,icauseMADNESS,#OTD lol “@KissWithEmotion: i just recieved 18 texts in less than 1 minute . #annoying”
148024963490775040,anger,Cuentaverif,why does youtube have adverts before just about everything.. #annoying
