tweet_id,label,content
1753678760,no_anger,Should I say goodnight or good morning?
142022846468722688,anger,My tumbling is off todayy.
142689366769274880,anger,@EuroChris21 2 weeks graduation weekend
136902870074269697,anger,this is exactly why we never got along in the first place...
145313460916469760,anger,Why do people care what other people think?? #Seriously
135367783163764736,anger,"Thanks mom for opening my blinds, nope I wasn't sleeping"
145124824526753792,no_anger,Announcements are so long today!!! #happy :)
149489017728151552,anger,#deletemynumberif you're going to call me 239372193472 times if I don't pick up.
141207447644815360,anger,my phone BETTER be here today.  .
143734407084261377,no_anger,Everyone on the back of my bus is on iPhones #love
147185846045515777,anger,I'm not the only one who has lied.
140100787807330304,no_anger,@Nigella_Lawson Just made your triple cheese and onion strata-going to be EPIC!! Weekend breakfast sorted :) #bliss
145276500554420224,no_anger,Some people makes me happy just when they talk with me <3 #love
142782400601133057,no_anger,i'm on my way <3 #love #bestsongever
140914310233858048,no_anger,"Omq lol, I'm in Twitter Jail </3 #Sad"
144201766139998208,anger,@KPCC can you have someone bring up the scandals that #NewtGingrich has been involved it?   #NeverTrustARebublicans
146856731195084800,anger,Just want to be home #sostressed
139207041012080640,anger,i want you here with me right now
143101086000091136,anger,When you need to sneeze and it don't come
138330929692278785,anger,Head won't stop throbbing
1752590675,no_anger,@AspaPhoto Ahhhh \you are soo smart  Thanks for this schooling of thoughts
137781428351016960,anger,Can't stand time wasters
144839136229064704,no_anger,Al I want for Christmas is you boy <3 #Love #RLOG
145585491046182912,anger,I really hate reading
147537337285484544,no_anger,Yeeee tomorrow is ustream friday!!!! #excited
138436655915868160,no_anger,I honestly don't know what I'm going to do without you #lonely #imissyou
145627064001765378,anger,"People on facebook, putting commas, in places they don't need to be."
1753274759,no_anger,@ChrystinaGrace Chrystina Grace Timberlake has a ring to it!
142432997789007873,anger,whats the point of a new point if it doesnt work?!
140489284573593600,no_anger,Going to the movies with the family today <3 #excited
139795167124275200,no_anger,Florida for a week and zero time to lay oit in the sun... #depressed
135218005650051072,anger,"Somebody is going to be short tonight, I'm.going to sleep"
145510154895499264,no_anger,"Love is in the air...inhale, exhale...its not toxic...it actually make u feel better! #Love"
144627274031960064,anger,Girl that's unprepared or doesn't plan ahead. #turnoff
142294203781746688,no_anger,@Miss_Beauty09 i was just sayin man... no call no text u all the way ova dey Turkey #worried lol
142358941152718849,anger,"@Basic_Me ma ne zelis znat.xD e tocno to,   :P"
140847702551437312,anger,ughhhhhh why cop? i was going to churchhh!
138679797554491392,anger,"Mm the girls piss me off sometimes when I try to help them with the computer, stop trying to do my fucking job then"
137764296573718528,anger,We get it your obssesed with the guy
144510493145571328,no_anger,loves when Kirstie makes Christmas decs!!! #sad #kirstie
138755017078349824,no_anger,This is very true. Not a single soul cares about you until you're dead. #Sad
147517445089918976,anger,"I'd rather live in Iran then spend a day in @YogurtlandInc if it was a real place. They suck, never goin 2 that bullshit place again."
146650487406596096,no_anger,Old @tweetdeck restored. Thank you Time Machine. #happiness
137845497665814530,anger,@wesfletch same ! Body clocks fecked ..
147483769639665664,no_anger,Hold my calls. Professor just put Love Actually on for me. I will cry. I always do. #love #Christmas #geek
1964287442,no_anger,@TheSims2 aww BBQ? that's not fair  all i had was chocolate
1964209801,no_anger,@ericmaglio1 i have no phone  whatchu doing tonight sucka. no dane cook she sold the tickets. lamee.
149810215238381569,no_anger,Fair to say the #bigbash has been an epic failure crowd-wise so far #embarrassing
1962188314,no_anger,@KING617 I REEEALLY wish I could be there  haven't been n a while.what's goin on down there lately?
135403229243637760,no_anger,Off to the M.E.N tonite the watch Lee Evans #EXCITED xx
137361711144517633,anger,Congress has declared pizza to be a vegetable. It's no wonder they also think the Department of Education is over-funded.
142418378844413952,anger,Why can't I have normal parents?
140517461761081345,no_anger,"Lets run, lets fun!! #happiness"
135800924152152064,anger,@taniaganguli If Weaver managed business the way he does the #Jags he'd be as broke as me. #timeforchange
141929880878202881,no_anger,"Ladies,.. It's not about weight. Beauty radiates from the inside. Search,. don't run from yourself. Your beautiful #love"
145611415699468288,no_anger,"@JarrettSmith12 can put up with me like this, he's definitely a keeper #love"
144084603513221120,no_anger,«@24Ariana «@Mrz_TooGutta 19 more days til I get to see MY Lakers play :) #Leggooo»excited#anxious»
148473070368198656,anger,How and why tf am I suppose to know about these gods?
1753468651,no_anger,"Star Trek is awesome!! Kirk is hot, Spock is cool. It's fun, cool and sexy. Definitely worth seeing. I saw it at the Cinerama."
1960538791,no_anger,@MeanMillies boo
139758421263138817,anger,Kwantlen needs a place like Koerner library.. Where everyone is dead silent and nobody would even dare to make a sound..
140815773726806016,anger,"i don't care if we are related, STOP EATING LIKE A FUCKING DOG!!"
147435398895894528,anger,Trying I get that last coin out of your piggy bank.
140898102944083968,no_anger,Hate it when plans get cancelled...#Disappointed.
135563539095093248,anger,My stomach itching so damn bad
138718398979915776,anger,Ugh why is it that when it comes time to pack you can never find the clothes you want to pack.
148834196977225729,anger,The ride to liberty always feels so long
144268273050071041,no_anger,@tapahontas But you've got people to beat the world's ass to get it off of you. You got this. #love
135898573807165440,anger,You are so effing awkward.
143469281764581376,anger,Why do people think that because I have a room to myself means they can walk in whenever and make themselves at home?   #college
145571318702669825,no_anger,@justinbieber you'll be on my TV in 30 minutes! #excited! #thisisjustinbieber :)
149365406535131136,anger,"Ohmyword, my sister is such a selfish pig. Now I have no more snacks to eat when I'm bored."
142445583272132609,anger,I thought twitter was confusing when I joined.. Man Tumblr is insane
1963387764,no_anger,been driving for 3 hours...very carsick
141924341964222464,anger,I hate when people carrying a  bottle with a little swing left .. Just finish that shit..
141215281493188608,anger,"i was so high this, i'm so high that....stfu, i really could careless about how high you are, it's"
142684935944282113,anger,Pep assembly we    @G_Stemp420 @RCBFRESHH
139790360447696896,no_anger,So loving me week off work! Today I have had a proper lie in and watched trashy films all afternoon #bliss
140690949994053633,no_anger,@THECOLTS1887 kinda like when you gotta #pisslikearacehorse? it feels great & it just keeps comin & comin & than its done....#disappointed
144748885502459905,no_anger,Not going to school. Yeah fuck this. #depression
139060305069215744,anger,"This girl is eating a chinese chicken salad on the tram and I'm literally about to throw up on her, I absolutely HATE this smell."
143899988638969856,anger,OMG. I cannot get comfortable to save my life.
137635142058516480,no_anger,Tis the season to be #jolly
1963499799,no_anger,car broken probably for good
145262533257863168,anger,is there a reason 99.1 has decided to play Feliz Navidad on repeat? #really?
146267901077364737,anger,I would really like to take her best dishes and fling them against the rock wall about now.
1962823573,no_anger,"Hanging with my BFF @JasmineWHO today! Ya Ya! @amandababby Our old friend is in my prayers, I hope this experience helps her"
146342885112037376,no_anger,Sometimes when I get done bathing I just lay cross the bed in my towel bc im too lazy to get dressed#sad
147934856234541057,no_anger,All I needed was your #love
136519092340408320,no_anger,@shaunTfitness  just found out my dad ordered me Insanity Asylum for Christmas! What better gift that the gift of a smokin bod!? #excited
144042459679305728,anger,@micaylacazad @megaaan13 I don't think it ever will. #recyclingisgood #notreally
143905278860066816,anger,iPods have such bad quality when im looking at someone's twitcon.
135548886046621696,anger,My computer would be goin crazy rn
144989181893033984,anger,School just needs to freaken end!
1694813723,no_anger,@lydia_teamgreen Marriage course is not running on either of the bank holidays in May. Back and running next week
137026230804418560,anger,man some bitches really need to learn how to shut the fuck up sometimes.
149239930168688641,no_anger,Watchin happy feet.. #love #penguins
144394661648269312,anger,People calling you when you're in the middle of writing a text message.
147674028386168832,anger,"#TheWorstThing - not being able to say something, which needs to be said."
149852094969544704,anger,Why are there so many commercials on ON DEMAND?
142286059076718592,anger,Why do busses take sooo long :(
147976475390390273,no_anger,Taking a break from the cricket... Off for a relaxing massage. #Bliss
143420400896983040,no_anger,Cotton candy ice cream from coldstone (: #happy
145056567388160000,no_anger,I turnt down 2 blunts today #proud
148160455490277376,no_anger,@ImHanna_WhoRU :O omfg i thought u were in josh's grade #depressed
138624536097718272,no_anger,@pbnrg @_soumyasree_ chocolate and wine. Ahhh. #bliss
137693409484869632,no_anger,"Be yourself and stay unique. Your imperfections make you beautiful, lovable, and valuable. They show your personality. #love #respect"
145311756842049537,anger,You have a fucking boyfriend dont get upset because 2 outta the 4 fucking guys you talk to are ignoring you.
149325594562277377,anger,"Why do people always talk about how bad there life is on here, when it's obvious not bad!  !"
137709841341878272,anger,Are lightbulbs way crappier than they used to be? Ours seem to last about a nano-second.
136918233700769792,anger,"I hate when someone tells you they will call you, and they don't."
135068778873618432,anger,If I drove all the way over to campus and we don't have class I'm going to be pissed
136629746112008194,no_anger,That awkward moment when ur jammin out hardcore in ur car and you accidentally beep at the person in front of you…#embarrassed
148897221578989568,anger,"Leafs game NOT being broadcast on CBC?!?! The ONE time I actually want to watch hockey to see @nicolasdromard sing, I CAN'T!!!"
146680734646681600,anger,They should not put people who speak broken english on the intercom!
147150669625823233,anger,It's always some loud ass goofy white dude that want attention at the movies
1964555899,no_anger,"@LaurenHaleStorm yeah, we're on our way home"
1752053785,no_anger,"@n_dubbs curse you, igloo dwellers!!"
135598366083129344,no_anger,#AT&Tuverse: Your Pay per view stinks. Bad sound & problems with setup. #disappointed #notworthit
138758232763146241,anger,"@bAllEtbAbExOx i was over there a little bit ago, and my mom and i were yelling about it"
144454766431449088,no_anger,Forgetting that you've already eaten your advent calender chocolate and being very sad when you realise its gone #sadness
136059910441017344,anger,This bus makes me wanna go take a shower.
144239137673850884,anger,"@marisol_x3 ; lmfao! patience is not my virtue though. i hate being patience , i think im being like tested or something , ughh"
149266440451653633,anger,I sware I have to do everything
136574689559576576,no_anger,alarm set for tomorrow morning #depressed
143536804681879553,anger,you aare officially the hairiest human on EARTH.
143563489590513664,anger,Seriously feel like I'm 10 again and have growing pains in my legs. #ouch
143024636060372992,no_anger,Play tonight!! At 7:00!! They're all going to do fantastic!! And I will ROCK the lights at contest!!! ;D #excited!!!
145885807255887873,anger,I can't tweet directly from the BlackBerry app for some reason so I have to send it via text.
137624727060623360,no_anger,now having a well earned can of lager! #bliss
140820885669023744,anger,Hates when people talk about football and know absolutely nothing about it.
1962781914,no_anger,@grrachel  that made me sad..
149374973910335489,no_anger,Nick at night with my lil sis #love :)
149517696780869632,anger,Shirley is getting so amused with the parrot #talkingpierre
137059079817408512,anger,Watching hoarder..... This show is on a other level #scary
148843346071257088,no_anger,@AllisonLBM haha and I know! #depressing
148321984177115137,anger,I love when your mind is racing and you cant sleep 👎
135841762701873152,no_anger,what are the lions doing?#disappointed
140585423129952256,anger,omfg rogers called me about 3 times today.. fuck off .
145487833589743617,no_anger,Gotta prepare some pictures for national day #excited
140816040526495746,no_anger,Becoming a brace face in just 5 days! #Excitement
146553280766554112,no_anger,My fish is dead :( #sad
140872541341364224,anger,when someone texts you and you ring them straight back and they don't answer
146418613459492864,no_anger,@BelieveItShawty Thanks :D Now I'm really going haha bye! #love
143183518661480449,anger,I NEED TO GET MY ANGER OUT SOME HOW I HAVE BE PISSED ALL DAY #AHHHHH
1752383812,no_anger,Subway always tastes better when some-one else pays for it  http://tinyurl.com/re5s5h
147435491577434112,anger,"your kidding, catdeeley's trending but We Love Frankie #welovefrankie wont trend."
138465498647117824,no_anger,@philsgirl2610 your really slacking on your tweets #disappointed
147490037288812544,anger,There's no way I'm getting any sleep tonight with this cough #annoyance #distraction
143484884038586369,anger,The cowboys never fail to freak me out every week   #itsthecardinals
148155356831432704,no_anger,watching ryan dunn tribute #sad
148533334623006720,anger,Stressed out is an understatement.
141332856214532097,anger,I have the attention span of a toddler
139096984064753665,no_anger,Never feel like doing anything anymore. #depressed
136602331147010049,anger,Why is my eyelid twitching?
148587053037264896,no_anger,"i will kno by the end of the night, leading into the morning...#Nervous"
1753312558,no_anger,@kman_19 aw check out what i JUST posted http://eveinbangkok.blogspot.com  i really admire your mom. she's a strong woman. god bless her
141316844744228864,no_anger,"Happy Feet, makes me #happy:)"
144869873724555264,anger,Began writing Christmas cards using last years leftovers. Ran out. Need another trip to the card shop I was just at today.
147116112058925056,no_anger,Finally getting my Mohawk back #happy
141467024323903488,no_anger,@PurpleSquidCopy *looks out Floyd albums* #bliss
145260830571757568,anger,With this new twitter I still haven't figured out how to manage my lists. To add or remove.
1962027598,no_anger,wish i was 17 again
139467588936798209,anger,"Dear heating system man, I understand you have to pee. But can you please lift up the seat then flush I'd appreciate it"
145288081627549696,no_anger,16 more hours till i head to the great land of texas! :) #excited
142728553497239552,anger,"I hate shopping with my mother, she never lets me get anything I want."
144379853502812161,no_anger,Interview over. I'm pretty sure he said he wanted me on his course #happy
141302253549137920,anger,I seriously think my 6 year old sister could cook better than my step mother
148866378563190785,no_anger,I'm being productive today #Proud
146425009135566850,anger,"Are you one of those people who when you get to an escalator, you wait for just the right moment to step on?    #airports"
148911454786043904,no_anger,Results from 1st fam meeting are in: Unanimous decision to move to Toledo and plant a church w/ Hope Community. We start Jan 2012. #excited
135204861074608128,anger,From now on not giving a fuck.! Worrying bout me & only me.! So fUck u & your feelings.. don't got time for stupid lil boys..!
138055486753869824,anger,@mojama345 Lol Walhi Mohamed Dont Start IHad Enough Of Tht In Class Wali  Kept Screaming It In Math  Class !
144453787237629952,anger,oomf is a hypocrite. #norespect
144305215812812800,no_anger,@TheNational_NZ Yay! Wonderful news! I have been very slack myself. Great to have you back in the twitterverse. #love
137336561858654210,no_anger,@stephywephyy I AM SO DOWN. but 3d for an entire 3 hours? I will be so dizzy once I leave that theater.. lol #AWELL #EXCITED
139889733848408065,no_anger,Man she don't know a nigga nomore#sad
142067043108274178,no_anger,Up by 2. Out by 4. In the air by 6. #excitement #reallyearly
1966157757,no_anger,@alilje why do you say that i'm a dick? i find that hurtful!
142610919577497602,anger,Tired of hearing my gov. teacher talk   !!!
148908463148384257,no_anger,Out with my girl! Tonight's going to be great #happy
147867648326254592,anger,probably gonna get in the stadium at half time   #ihatetraffic #ihatebeinglate
136159864530534400,no_anger,Looooookkkkk at my bestie on TV!!!!hahaha #Excited
146861674710827008,anger,My mums fucking me off!!
149619634042191873,no_anger,"Dear God,I wanna tk a minute nt 2 ask 4 nytin frm u but  simply 2 say fank u 4 all I ve...#bliss"
135827767358005248,no_anger,Dallas did there thing today! #proud
145530795652681728,anger,Arsenal should b 3 up by now!
147047188130836480,anger,Hate it when youtube freezes all the time!
145944961500708864,no_anger,Happy birthday @zoeypoulsen enjoy your #SURPRISE xoxo
141346881614790657,no_anger,my day couldn get any better.!!!!! #EXCITED
136670321930551296,anger,The country of India has insane visa requirements.
135885614066319360,no_anger,freaking weather. i thought it was gonna rain today. #disappointed
142337181921460225,anger,Do you seriously have to drop the F-bomb every other word?
143047590173351936,anger,That awkward moment when a person says you're their ex when you never even dated.
140134728438251520,anger,"Seriously, they need to stop making these dumb ass chipmunk movies.   #dumbaf"
143981195540185088,no_anger,Off to Cork for some craic with @ayeJsmith #excited
142090184949907456,no_anger,"god, can't even say it enough..i just wanna go home #homesick"
135782067668656128,anger,My dad keeps trying to talk to me when I clearly have my earphones in and doing my homework. Like shutup already
145936716400820224,no_anger,Lunch with my little sister @emili baker now baking for lifegroup party! #excited :)
142860862447824896,no_anger,I cant believe we lost the game! #disappointing
137365336742821889,anger,@Ian_Bishopp I feel the same way with my brother!
145545930765107201,anger,This bitch getting on my nerves
145560632706600961,no_anger,"Pingu is now following me, Hell yeah :) #happy"
135515651153477635,anger,MIND YOUR OWN BUSINESS DAMN!!!
140905400592633857,anger,"Morning!! Wow, my inbox is full -__-"
135686662494748672,no_anger,@greysonchance is getting closer & closer & closer. :P #Excited
135133873649623044,anger,"Nice little 3 hour hung over  power nap sesh! Now time for dinner, and Pearl St. Round 2! #AZwildcats"
146345387450564608,no_anger,@talkSPORTDrive silva fouled for pen 1st half #embarrassing
136554982001479680,no_anger,@susancairneyx yassss :D #proud :D xx
138839733399863297,anger,"When I'm talking to someone and they just walk away, like oh bye"
1694834453,no_anger,i really should be in a bad mood. but.
1961965730,no_anger,forgot my phone at home
146422794014560256,anger,i sweaa #oomf act so STUPID sometimes.
138031239193042944,no_anger,My mommy just bought me all new makeup from Sephora :] #happy
137874786083799041,anger,Emo ppl just noe how to ruin the mood
145877171414638592,anger,you have to be the most frustrating person ever.
136649908747907072,anger,"As if it wasn't bad enough having to watch everybody get on their knees for duke, now we have dukie v calling our game"
145194699722989569,no_anger,"almost finished uni for the year, tuesday cannot come quick enough. #excited"
148182847323246592,anger,All I want is to take a nap.. #pleaseleavemealone
142321042323542016,no_anger,Why is my phone slow when not connected to wifi? and by slow I mean not working at all. #disappointed
144835852953075713,no_anger,@Zerbious I forgot about Diablo! I can't wait to play that game :D RL Auction House! #excited
138293591985504256,anger,There are like a million seats in this theater why do you have to sit next to me you creeper!!!
136167399824179200,no_anger,Congrats to all the Ui sure peeps convocating today..ur soup was sweet..#bliss
1695281008,no_anger,@joepolitics Last night was awesome! Thanks for all the hard work you put into it! Off to get some coffee now...
140134350263037952,anger,It isn't fair that teachers can give this much homework for over a break.
145919990414049280,anger,It's always the same people that do 'your the one' and always the same people that like it! #facebook
148282238784651265,no_anger,one week exactly 'til Christmas evee :D #excited
141457195614220288,no_anger,A student again... How am i going to do it? I have NO idea. I pray for Allah to make it easy for me. Classes starts in JAN. #excited
145252513111748608,anger,Don't you just hate when the juice from a piece of meat or chicken on ur plate runs into all ur other food...
142471902131265536,anger,Really don't get y on earth I'm up @ 7am!
140906177813946368,no_anger,FINALLY seeing Breaking Dawn :-)) #Excited
146990500061261825,anger,Hate when people let you down but it would be different if it was the other way around
137662395853193216,no_anger,I'll be in Scotland this time next week with the lovely lovely mcinytre family #exciting
147261151502278657,anger,"@kashhNikolettaa Can't sleep, I'm tired but cant sleep"
147063327124750337,no_anger,THEM TIMES WHEN YOU JUST WANNA TWEET SUTTIN THAT SOUNDS KOOL #SAD
140265903337123842,anger,Hate how you can't call a private number back!!!
1694746566,no_anger,@EllaPaigeBabe hey im back  i replyed xxx
144420762529439744,anger,Feels like punching someone in the face :)
137270364014256129,anger,It's cute when people over step their boundaries and have to be put back in their place.
145026857107070976,anger,Women and driving should not happen...
149894072658690049,anger,I'm gonna beat you with a dictionary. How do you not know how to spell?!?!  .
1753009383,no_anger,4 hours till Mothers Day Party  Yeah!
1963701368,no_anger,@mitchelmusso  i can't call you im from Mexico and i don't know the code
144789969356070913,anger,Hate the doctors.   #sick
139924615291088896,anger,Watching the game with someone who is only rooting against your team just bcuz you like them.   smh
139516686683475969,anger,you know how i feel and you still wont make a move
139575518650564608,anger,BE YOURSELF. People that pretend to be something they're not piss me off beyond measure.
147395018108313601,anger,"Bitch, if I'm sleeping in class don't wake me up."
136128629045338112,no_anger,Looking like an idiot lip syncing to New Found Glory in the library. #embarrassment
141863470353219584,no_anger,I'm a Soulja. Not a normal Soulja. But the army of the most powerfull & proud Souljas ever. I'm a #JaydedSoulja & I'm a #Proud #JaydedSoulja
147330199380430849,anger,"so angry at the thought of cramming so much political science in my head then after this test, im never going to need anyy of it."
